id	F
696	2.2019
697	0.0
698	3.8416
699	2.2819
700	1.052
701	1.192
702	1.3009
703	2.2334
704	2.7295
705	3.8736
706	2.1287
707	2.4532
708	0.0
709	2.387
710	1.531
711	0.9541
712	1.2478
713	0.0
714	2.9875
715	2.5274
716	2.3322
717	0.0
718	0.0
719	0.0
720	0.0
721	0.0
722	0.0
723	3.1283
724	0.0
725	0.0
726	0.0
727	0.0
728	0.0
729	0.0
730	0.0
731	0.0
732	0.0
733	0.0
734	0.0
735	0.0
736	0.0
737	0.0
738	0.0
739	0.0
740	0.0
741	0.0
742	0.0
743	1.5824
744	0.0
745	0.0
746	1.8095
747	0.0
748	2.6437
749	0.9414
750	2.2412
751	1.3846
752	0.8590000000000001
753	1.7177
754	4.2735
755	0.0
756	0.0
757	1.8521
758	3.1638
759	1.1004
760	1.9908
761	2.3698
762	2.2386
763	2.0049
764	1.6611
765	2.2292
766	2.8136
767	3.2651
768	2.2552
769	1.4572
770	1.3728
771	1.4877
772	0.0
773	1.2648
774	2.7974
775	1.5703
776	0.0
777	2.8121
778	1.7043
779	2.1924
780	2.6089
781	2.1868
782	2.5929
783	4.3891
784	0.0
785	2.7071
786	1.4969999999999999
787	0.0
788	1.8562
789	1.7014
790	6.7043
791	1.5365
792	1.9242
793	0.0
794	1.1296
795	0.9024
796	1.6816
797	1.3875
798	1.8389
799	4.0705
800	2.6856
801	2.0862
802	1.4864
803	2.6119
804	1.4991
805	0.0
806	0.0
807	4.3193
808	0.0
809	0.0
810	2.5612
811	3.6579
812	1.5525
813	2.4548
814	0.0
815	2.3499
816	3.1212
817	0.0
818	1.2247
819	1.2804
820	0.0
821	0.0
822	0.0
823	0.0
824	0.0
825	0.0
826	0.0
827	0.0
828	0.0
829	3.4834
830	0.0
831	0.0
832	0.0
833	0.0
834	0.0
835	0.0
836	0.0
837	2.0841
838	1.1898
839	2.1008
840	2.6797
841	2.1672
842	0.0
843	0.0
844	1.6636
845	0.868
846	1.8902
847	0.0
848	0.0
849	0.0
850	0.0
851	1.4208
852	1.5718
853	5.1901
854	1.3513
855	0.0
856	1.0044
857	0.0
858	1.5598
859	2.2962
860	1.9669999999999999
861	0.7621
862	3.2442
863	1.5530000000000002
864	0.0
865	0.0
866	1.9322
867	0.0
868	0.0
869	1.8441
870	2.3398
871	1.9762
872	2.0517
873	0.0
874	2.1056
875	2.6737
876	2.2476
877	0.8961
878	1.7236
879	0.0
880	1.4216
881	1.1395
882	2.6704
883	1.4276
884	1.1894
885	1.7968
886	0.9841
887	0.0
888	1.5813
889	0.0
890	3.9231
891	1.3919
892	2.2018
893	0.0
894	2.3278
895	0.0
896	2.5557
897	1.806
898	2.6669
899	1.0941
900	1.9635
901	0.0
902	0.0
903	0.6566
904	1.4711
905	0.0
906	1.3241
907	0.0
908	3.6115
909	1.3182
910	3.1518
911	2.8956
912	2.5281
913	0.0
914	0.0
915	6.6685
916	0.0
917	2.97
918	0.0
919	0.0
920	1.7261
921	0.0
922	0.0
923	0.0
924	0.0
925	0.0
926	0.0
927	0.0
928	0.0
929	0.0
930	0.7629
931	0.0
932	0.0
933	0.0
934	0.0
935	0.0
936	0.0
937	0.0
938	0.0
939	0.0
940	0.0
941	5.7394
942	2.0309
943	2.1481
944	1.5059
945	2.3943
946	3.2514
947	0.0
948	1.5734
949	0.0
950	0.0
951	1.4784
952	0.0
953	1.0883
954	1.6104
955	1.2544
956	1.5338
957	1.2436
958	2.65
959	1.7269
960	2.1311
961	0.0
962	1.6717
963	2.0634
964	1.516
965	1.7661
966	0.0
967	1.0946
968	0.9629
969	0.0
970	1.9084
971	2.1683
972	2.6772
973	2.4423
974	1.3204
975	2.4362
976	3.5087
977	0.0
978	1.0659
979	0.0
980	0.0
981	0.0
982	0.0
983	2.6836
984	2.654
985	0.0
986	0.0
987	0.0
988	2.6299
989	1.8959
990	0.0
991	4.2031
992	0.0
993	2.0491
994	0.0
995	3.1108
996	0.0
997	1.5219999999999998
998	0.0
999	0.0
1000	0.0
1001	0.0
1002	0.0
1003	0.0
1004	0.0
1005	0.0
1006	0.0
1007	0.0
1008	0.0
1009	0.0
1010	0.0
1011	6.2847
1012	1.2943
1013	1.0247
1014	1.5923
1015	2.0339
1016	0.9823
1017	1.2143
1018	2.1811
1019	1.8409
1020	3.5795
1021	1.7422
1022	2.4431
1023	0.0
1024	1.4536
1025	2.0197
1026	2.0972
1027	0.0
1028	2.46
1029	1.8262
1030	3.0648
1031	0.0
1032	1.9602
1033	0.0
1034	1.8636
1035	1.2687
1036	1.1247
1037	1.0919
1038	1.891
1039	2.2387
1040	0.0
1041	0.0
1042	1.6469
1043	0.0
1044	1.9363
1045	1.7837
1046	0.0
1047	2.3435
1048	1.2337
1049	1.6059999999999999
1050	1.8286
1051	0.0
1052	0.0
1053	0.0
1054	2.5322
1055	1.3068
1056	0.0
1057	0.0
1058	2.0742
1059	2.3755
1060	1.7439
1061	1.9299
1062	0.0
1063	1.3578
1064	2.555
1065	0.0
1066	0.0
1067	0.0
1068	2.0673
1069	0.0
1070	0.0
1071	0.0
1072	1.7767
1073	0.0
1074	1.8665
1075	0.0
1076	0.0
1077	0.0
1078	0.0
1079	0.0
1080	0.0
1081	2.0021
1082	2.2311
1083	1.5388
1084	1.7154
1085	3.3408
1086	0.0
1087	0.0
1088	2.2673
1089	5.6241
1090	1.4904
1091	2.9548
1092	6.2941
1093	1.2092
1094	0.0
1095	1.2801
1096	3.1904
1097	2.8017
1098	1.3257
1099	2.5878
1100	1.5141
1101	0.0
1102	1.9527
1103	1.8579
1104	1.8149
1105	0.0
1106	2.2328
1107	3.2256
1108	0.0
1109	2.286
1110	1.6423
1111	3.0
1112	2.5161
1113	0.0
1114	1.367
1115	0.0
1116	1.6556
1117	3.9998
1118	2.373
1119	2.5803
1120	0.988
1121	2.5094
1122	0.0
1123	2.0508
1124	1.0068
1125	1.2448
1126	2.7197
1127	1.7397
1128	0.0
1129	0.0
1130	0.0
1131	2.4231
1132	2.5484
1133	0.0
1134	2.33
1135	1.1257
1136	0.0
1137	1.3224
1138	2.1926
1139	2.275
1140	0.0
1141	0.0
1142	0.0
1143	2.6505
1144	0.0
1145	0.0
1146	0.0
1147	0.0
1148	2.16
1149	2.2558
1150	0.0
1151	0.0
1152	0.0
1153	0.0
1154	0.0
1155	1.3223
1156	0.0
1157	0.0
1158	0.0
1159	0.0
1160	0.0
1161	0.0
1162	0.0
1163	0.0
1164	0.0
1165	2.5202
1166	2.0737
1167	1.7115
1168	2.3344
1169	2.2197
1170	1.8195
1171	0.0
1172	2.5065
1173	2.8399
1174	3.1498
1175	1.3915
1176	1.5169
1177	2.5081
1178	2.2343
1179	1.1011
1180	2.5177
1181	4.2038
1182	0.9948
1183	1.0744
1184	1.8552
1185	2.6891
1186	0.8733
1187	2.2729
1188	1.4215
1189	2.0974
1190	1.2626
1191	2.2196
1192	1.9312
1193	0.0
1194	0.0
1195	1.7237
1196	2.1097
1197	2.3636
1198	2.2241
1199	2.1944
1200	2.2861
1201	4.3559
1202	1.0182
1203	2.7096
1204	2.3931
1205	2.0554
1206	1.795
1207	1.1459
1208	4.6313
1209	0.0
1210	0.0
1211	2.3839
1212	0.0
1213	0.0
1214	0.0
1215	0.0
1216	0.0
1217	0.0
1218	1.5486
1219	0.0
1220	0.0
1221	0.0
1222	0.0
1223	0.0
1224	0.0
1225	0.0
1226	0.0
1227	0.0
1228	0.0
1229	0.0
1230	0.0
1231	0.0
1232	0.0
1233	0.0
1234	0.0
1235	0.0
1236	0.0
1237	0.0
1238	1.3907
1239	2.3474
1240	1.0590000000000002
1241	0.0
1242	2.234
1243	0.7521
1244	1.1993
1245	2.6877
1246	1.2962
1247	2.3366
1248	0.0
1249	0.0
1250	1.047
1251	2.0069999999999997
1252	3.1529
1253	1.5869
1254	0.0
1255	5.1193
1256	0.0
1257	2.4406
1258	0.0
1259	1.5942
1260	2.3751
1261	3.3066
1262	2.3844
1263	0.8788
1264	2.7898
1265	1.4989
1266	0.0
1267	0.0
1268	1.1417
1269	0.0
1270	2.3614
1271	2.1187
1272	0.9185
1273	0.0
1274	2.2106
1275	1.1674
1276	3.9392
1277	0.0
1278	2.6884
1279	2.416
1280	1.4308
1281	3.4024
1282	0.9864
1283	1.4685
1284	0.0
1285	0.0
1286	1.4157
1287	0.0
1288	0.0
1289	0.0
1290	0.0
1291	1.5712
1292	1.3356
1293	0.0
1294	1.6271
1295	0.0
1296	0.0
1297	0.0
1298	0.0
1299	1.9083
1300	0.0
1301	0.0
1302	0.0
1303	0.581
1304	1.7455
1305	0.0
1306	0.0
1307	0.0
1308	0.0
1309	0.0
1310	0.0
1311	0.0
1312	0.0
1313	0.0
1314	0.0
1315	0.0
1316	0.0
1317	2.0942
1318	0.9673
1319	2.3571
1320	5.0602
1321	2.1995
1322	0.0
1323	1.5261
1324	1.8581
1325	6.4539
1326	1.2743
1327	2.759
1328	1.9519
1329	2.2397
1330	1.7528
1331	1.5105
1332	1.3822
1333	2.3415
1334	2.6659
1335	2.5602
1336	1.318
1337	1.3123
1338	1.5205
1339	1.3728
1340	1.7103
1341	2.1152
1342	3.9414
1343	1.5356
1344	2.0377
1345	1.3113
1346	0.0
1347	1.5166
1348	2.5685
1349	1.8367
1350	0.0
1351	1.8165
1352	3.3352
1353	1.6302
1354	0.0
1355	2.5276
1356	2.4434
1357	1.0083
1358	2.3107
1359	1.3242
1360	0.0
1361	0.0
1362	0.0
1363	0.0
1364	1.7916
1365	6.0625
1366	1.6338
1367	0.0
1368	0.0
1369	0.0
1370	1.9538
1371	2.2646
1372	0.0
1373	1.6798
1374	1.1502
1375	0.0
1376	0.0
1377	1.6559
1378	1.4884
1379	0.0
1380	0.0
1381	0.0
1382	0.0
1383	0.0
1384	0.0
1385	0.0
1386	0.0
1387	0.0
1388	0.0
1389	0.0
1390	0.0
1391	0.0
1392	0.0
1393	0.0
1394	0.0
1395	0.0
1396	0.0
1397	0.0
1398	0.0
1399	0.0
1400	0.0
1401	0.0
1402	0.0
1403	1.5675
1404	1.8062
1405	0.0
1406	1.4279
1407	2.0189
1408	1.2454
1409	2.492
1410	0.8637
1411	2.0358
1412	1.7389
1413	0.0
1414	1.3977
1415	2.9494
1416	1.7416
1417	1.6086
1418	2.5737
1419	0.0
1420	3.4
1421	0.0
1422	1.9885
1423	0.0
1424	0.0
1425	1.4231
1426	1.5517
1427	1.1344
1428	2.736
1429	0.0
1430	3.3506
1431	1.3197
1432	3.0694
1433	0.0
1434	1.5481
1435	2.2769
1436	1.9729
1437	2.7701
1438	1.0162
1439	0.0
1440	1.6548
1441	1.8135
1442	1.8938
1443	5.8955
1444	1.0806
1445	3.4191
1446	5.0189
1447	0.0
1448	3.1445
1449	0.0
1450	0.0
1451	2.5212
1452	1.6203
1453	0.0
1454	0.0
1455	0.0
1456	2.475
1457	0.0
1458	0.0
1459	0.0
1460	0.0
1461	0.0
1462	0.0
1463	0.0
1464	1.2431
1465	0.0
1466	0.0
1467	0.0
1468	0.0
1469	0.0
1470	0.0
1471	0.0
1472	0.0
1473	0.0
1474	0.0
1475	0.0
1476	0.0
1477	0.0
1478	0.0
1479	0.0
1480	0.0
1481	0.0
1482	2.9598
1483	1.4156
1484	2.4568
1485	1.5385
1486	2.2345
1487	2.6014
1488	1.2867
1489	2.9145
1490	0.0
1491	2.6914
1492	0.0
1493	0.9405
1494	0.0
1495	0.0
1496	0.8955
1497	2.1358
1498	0.0
1499	0.0
1500	1.2793
1501	0.9469
1502	0.0
1503	1.1902
1504	4.4099
1505	2.6512
1506	0.0
1507	2.4374
1508	3.9085
1509	3.0407
1510	1.8522
1511	0.0
1512	1.1278
1513	1.5695
1514	0.0
1515	0.7727
1516	1.0651
1517	1.8234
1518	0.0
1519	2.2348
1520	0.9776
1521	0.0
1522	0.0
1523	0.0
1524	0.0
1525	1.242
1526	1.0104
1527	1.8583
1528	1.1137
1529	2.1811
1530	0.0
1531	2.0318
1532	1.1713
1533	0.9284
1534	0.0
1535	0.0
1536	0.0
1537	0.0
1538	0.0
1539	0.0
1540	0.0
1541	1.8549
1542	0.0
1543	1.4686
1544	0.0
1545	1.3731
1546	2.6875
1547	3.1628
1548	0.0
1549	0.0
1550	0.0
1551	2.7955
1552	0.0
1553	0.0
1554	0.0
1555	0.0
1556	0.0
1557	0.0
1558	0.0
1559	0.0
1560	0.0
1561	0.0
1562	0.0
1563	0.0
1564	0.0
1565	0.0
1566	0.0
1567	1.3353
1568	1.1262
1569	1.8213
1570	2.571
1571	0.9822
1572	1.8418
1573	2.1761
1574	0.0
1575	1.6162
1576	1.7421
1577	3.9833
1578	0.0
1579	2.5851
1580	2.1936
1581	1.0479
1582	2.1442
1583	1.3663
1584	1.3232
1585	1.695
1586	2.3665
1587	5.4819
1588	1.3335
1589	1.3148
1590	0.0
1591	1.6839
1592	1.9829
1593	2.2745
1594	2.3652
1595	1.5552
1596	3.9338
1597	0.0
1598	1.5449
1599	2.0380000000000003
1600	1.369
1601	1.5223
1602	1.2635
1603	1.6869999999999998
1604	2.3819999999999997
1605	2.1041
1606	1.0085
1607	2.4894
1608	4.2251
1609	0.6983
1610	0.0
1611	1.4655
1612	0.0
1613	0.0
1614	0.0
1615	0.0
1616	0.0
1617	0.0
1618	0.0
1619	0.0
1620	0.0
1621	0.0
1622	0.0
1623	0.0
1624	0.0
1625	0.0
1626	0.0
1627	0.0
1628	0.0
1629	0.0
1630	0.0
1631	0.0
1632	0.0
1633	0.0
1634	0.0
1635	0.0
1636	0.0
1637	0.0
1638	0.0
1639	0.0
1640	0.0
1641	0.0
1642	0.0
1643	0.0
1644	0.0
1645	0.0
1646	0.0
1647	0.0
1648	0.0
1649	0.0
1650	0.0
1651	0.0
1652	0.0
1653	0.0
1654	0.0
1655	0.0
1656	0.0
1657	0.0
1658	0.0
1659	0.0
1660	0.0
1661	0.0
1662	0.0
1663	0.0
1664	0.0
1665	0.0
1666	0.0
1667	0.0
1668	0.0
1669	0.0
1670	0.0
1671	0.0
1672	0.0
1673	0.0
1674	0.0
1675	0.0
1676	0.0
1677	0.0
1678	0.0
1679	0.0
1680	0.0
1681	0.0
1682	0.0
1683	0.0
1684	0.0
1685	0.0
1686	0.0
1687	0.0
1688	0.0
1689	0.0
1690	0.0
1691	0.0
1692	0.0
1693	0.0
1694	0.0
1695	0.0
1696	0.0
1697	0.0
1698	0.0
1699	0.0
1700	0.0
1701	0.0
1702	0.0
1703	0.0
1704	0.0
1705	0.0
1706	0.0
1707	0.0
1708	0.0
1709	0.0
1710	0.0
1711	0.0
1712	0.0
1713	0.0
1714	0.0
1715	1.8379
1716	3.7549
1717	1.2346
1718	1.5288
1719	1.4721
1720	1.2031
1721	3.4904
1722	1.1114
1723	1.3303
1724	1.6862
1725	2.0834
1726	1.3113
1727	2.4116
1728	0.0
1729	1.732
1730	3.1829
1731	3.1917
1732	0.0
1733	2.3857
1734	1.4639
1735	1.6428
1736	1.8090000000000002
1737	3.1509
1738	0.98
1739	1.91
1740	1.8244
1741	2.5501
1742	2.9473
1743	1.4245
1744	1.3432
1745	1.7658
1746	4.4255
1747	1.4996
1748	0.0
1749	0.0
1750	1.3986
1751	1.3942
1752	1.5943
1753	1.5672
1754	0.0
1755	1.5646
1756	1.3604
1757	2.0115
1758	2.0834
1759	0.0
1760	0.0
1761	3.2132
1762	0.0
1763	0.0
1764	0.0
1765	0.0
1766	2.2502
1767	0.0
1768	2.8147
1769	0.0
1770	0.0
1771	0.0
1772	0.0
1773	0.0
1774	0.0
1775	0.0
1776	0.0
1777	0.0
1778	0.0
1779	0.0
1780	0.0
1781	0.0
1782	0.0
1783	0.0
1784	0.0
1785	0.0
1786	0.0
1787	0.0
1788	0.0
1789	0.0
1790	1.726
1791	0.9808
1792	0.0
1793	1.2918
1794	2.0007
1795	1.0641
1796	1.7812
1797	0.0
1798	0.0
1799	2.2392
1800	3.2189
1801	2.1351
1802	2.0424
1803	2.1986
1804	1.5893
1805	1.5001
1806	1.2223
1807	3.3094
1808	1.9544
1809	1.7619999999999998
1810	0.0
1811	2.4183
1812	2.033
1813	0.0
1814	2.0699
1815	1.6416
1816	1.6096
1817	2.3565
1818	0.0
1819	2.0357
1820	0.0
1821	3.5717
1822	0.0
1823	1.2388
1824	0.9555
1825	1.8755
1826	3.2246
1827	2.9891
1828	2.5768
1829	1.7369
1830	0.0
1831	3.2052
1832	0.0
1833	0.0
1834	0.0
1835	1.1968
1836	0.0
1837	1.8391
1838	0.0
1839	0.0
1840	2.8255
1841	0.0
1842	0.0
1843	1.8617
1844	0.0
1845	0.0
1846	1.6396
1847	0.0
1848	0.0
1849	3.6835
1850	0.0
1851	0.0
1852	1.4088
1853	0.0
1854	0.0
1855	0.0
1856	0.0
1857	0.0
1858	0.0
1859	0.0
1860	0.0
1861	0.0
1862	0.0
1863	0.0
1864	0.0
1865	0.0
1866	1.9369999999999998
1867	0.9485
1868	1.4532
1869	2.2788
1870	1.1521
1871	2.3159
1872	3.8416
1873	1.415
1874	2.1429
1875	2.5965
1876	2.1904
1877	1.7907
1878	1.6104
1879	0.0
1880	1.746
1881	1.9614
1882	0.0
1883	0.0
1884	1.4672
1885	0.0
1886	0.0
1887	1.632
1888	1.9679
1889	1.9529
1890	1.5626
1891	2.2411
1892	2.489
1893	1.86
1894	1.2983
1895	2.2674
1896	1.9349
1897	2.0476
1898	2.1293
1899	0.0
1900	0.0
1901	0.0
1902	2.9019999999999997
1903	0.0
1904	0.0
1905	0.0
1906	0.9851
1907	2.2494
1908	0.0
1909	0.0
1910	2.4507
1911	0.0
1912	0.0
1913	0.0
1914	0.0
1915	0.0
1916	0.0
1917	0.0
1918	0.0
1919	0.0
1920	0.0
1921	0.0
1922	0.0
1923	0.0
1924	0.0
1925	0.0
1926	0.0
1927	1.0915
1928	1.3821
1929	0.5535
1930	1.6453
1931	2.3473
1932	2.485
1933	0.8155
1934	0.0
1935	1.579
1936	0.8003
1937	4.9030000000000005
1938	0.0
1939	1.3867
1940	1.4601
1941	2.9021
1942	2.2594
1943	0.0
1944	0.0
1945	1.0809
1946	1.9509999999999998
1947	1.9578
1948	0.8789
1949	0.0
1950	0.0
1951	0.9848
1952	0.0
1953	0.0
1954	1.6931
1955	2.0006
1956	1.1903
1957	0.0
1958	0.0
1959	2.202
1960	1.5714
1961	2.3985
1962	0.0
1963	2.5995
1964	1.4885
1965	2.6255
1966	0.753
1967	0.8988
1968	1.4685
1969	1.87
1970	1.3191
1971	1.6212
1972	2.9965
1973	0.0
1974	1.824
1975	0.0
1976	0.0
1977	0.0
1978	0.0
1979	0.0
1980	0.0
1981	0.0
1982	0.0
1983	1.0325
1984	0.0
1985	1.9104
1986	0.0
